No,Project_name,Municipality,Sector,Currency,Budget,YearStart,YearEnd,Funding_Donor,Implementing_Partner,Status,SDG_Alignment,NSDP_Alignment,duration_years,project_status,budget_clean,unit_of_analysis,activity_group,beneficiary_data_available,budget_normalized,derived_status,level_areas
198,Construction of Tourism Information Center in Baucau,Baucau,"Tourism, Recreation, and Sport",USD,240000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,2400000.0,Activity record,,False,True,True,Municipality
368,Tourism - Promotion of Timor-Leste as a Tourist Destination,Baucau,"Tourism, Recreation, and Sport",USD,41453.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,414530.0,Activity record,,False,True,True,Municipality
386,Tourism - Promotion of Timor-Leste as a Tourist Destination,Bobonaro,"Tourism, Recreation, and Sport",USD,7832.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,78320.0,Activity record,,False,True,True,Municipality
201,New Construction of Covalima Municipal Stadium,Covalima,"Tourism, Recreation, and Sport",USD,100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1000000.0,Activity record,,False,True,True,Municipality
403,Tourism - Promotion of Timor-Leste as a Tourist Destination; Development of Community-based Tourism,Covalima,"Tourism, Recreation, and Sport",USD,44785.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,447850.0,Activity record,,False,True,True,Municipality
428,Tourism - Promotion of places of touristic interest,Dili,"Tourism, Recreation, and Sport",USD,5000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,50000.0,Activity record,,False,True,True,Municipality
448,Tourism - Market management and fair authorization: Promotion of Timor-Leste as a Tourist Destination,Ermera,"Tourism, Recreation, and Sport",USD,32541.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,325410.0,Activity record,,False,True,True,Municipality
200,New Construction of Lautem Municipal Stadium,Lautem,"Tourism, Recreation, and Sport",USD,100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1000000.0,Activity record,,False,True,True,Municipality
468,Tourism - Promoting Timor-Leste as a Tourist Destination,Lautem,"Tourism, Recreation, and Sport",USD,50437.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,504370.0,Activity record,,False,True,True,Municipality
485,"Tourism - Metrological control, measurement, weighing instruments and inspection of industrial and service activities; Community-based Tourism	",Liquica,"Tourism, Recreation, and Sport",USD,47471.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,474710.0,Activity record,,False,True,True,Municipality
502,Tourism - Development of Community-based Tourism,Manatuto,"Tourism, Recreation, and Sport",USD,1666.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,16660.0,Activity record,,False,True,True,Municipality
519,Tourism - Promote the image of the municipality as a tourist destination,Manufahi,"Tourism, Recreation, and Sport",USD,107226.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1072260.0,Activity record,,False,True,True,Municipality
550,"Culture and Heritage - Preservation Conservation and Promotion of Tangible, Intangible Cultural Heritage; Promote support for Cultural Groups",Oecusse,"Tourism, Recreation, and Sport",USD,18000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,180000.0,Activity record,,False,True,True,Municipality
569,Tourism - Education for the Environment; Promotion of Timor-Leste,Oecusse,"Tourism, Recreation, and Sport",USD,51147.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,,511470.0,Activity record,,False,True,True,Municipality
199,New Construction of Viqueque Municipal Sport Center,Viqueque,"Tourism, Recreation, and Sport",USD,100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1000000.0,Activity record,,False,True,True,Municipality
545,Tourism - Market management and fair authorization,Viqueque,"Tourism, Recreation, and Sport",USD,65355.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,653550.0,Activity record,,False,True,True,Municipality
383,Transport,Bobonaro,Transport,USD,9577.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,,95770.0,Activity record,,False,True,True,Municipality
554,Transports - Coordination and management of transport and communications,Oecusse,Transport,USD,146700.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1467000.0,Activity record,,False,True,True,Municipality
338,"Environment - Construction, Conservation, Repair, and Management of gardens, parks; Planting of trees and shrubs",Ainaro,Urban Development,USD,130173.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1301730.0,Activity record,,False,True,True,Municipality
339,Sanitation - Management and treatment of solid urban waste; Cleaning public spaces including beaches and bathing areas,Ainaro,Urban Development,USD,3900.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,39000.0,Activity record,,False,True,True,Municipality
271,"Partnership for the improvement of urban governance, social inclusion and entrepreneurship promotion in Dili",Dili,Urban Development,USD,3214000.0,2023,2025.0,EU,"UCCLA, CML, AMD",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,32140000.0,Activity record,,False,True,True,Municipality
419,Transport - Management of Parking Zones,Dili,Urban Development,USD,40000.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,400000.0,Activity record,,False,True,True,Municipality
299,Municipal Water Services Basic Sanitation and Environment,Aileu,Water and Sanitation,USD,142357.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,2. Infrastructure Development,,,1423570.0,Activity record,,False,True,True,Municipality
323,Water and Sanitation - Management of Drinking Water Supply Systems and protection),Aileu,Water and Sanitation,USD,142357.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1423570.0,Activity record,,False,True,True,Municipality
591,Rehabilitation and installation of water pump for the parish of São Pedro São Paulo Aileu,Aileu,Water and Sanitation,USD,1843.0,2024,2024.0,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,,,18430.0,Activity record,,False,True,True,Municipality
340,Protection of drinking water sources and supply systems,Ainaro,Water and Sanitation,USD,26510.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,,265100.0,Activity record,,False,True,True,Municipality
18,Construction of a Distribuition Tank,Atauro,Water and Sanitation,USD,369636.06,2024,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & social protection,2. Infrastructure development,,,36963606.0,Activity record,,False,True,True,Municipality
19,Greywater Canalization,Atauro,Water and Sanitation,USD,31790.83,2024,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & social protection,2. Infrastructure development,,,3179083.0,Activity record,,False,True,True,Municipality
21,Construction of a distribuition Tank Water,Atauro,Water and Sanitation,USD,7725.95,2023,2024.0,Gov TL - Infrastructure Fund,GovTL,Completed,5. Job & social protection,2. Infrastructure development,,,772595.0,Activity record,,False,True,True,Municipality
366,Water and Sanitation - Environment; Sanitation; Management of the Environment; Construction maintenance and repair of drinking water supply systems,Baucau,Water and Sanitation,USD,143692.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1436920.0,Activity record,,False,True,True,Municipality
650,"Water Supply System - Uaimanaboe, Uatobala (Ailili) - PDIM",Baucau,Water and Sanitation,USD,26432.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2. Infrastructure Development,,,264320.0,Activity record,,False,True,True,Municipality
384,Water and Sanitation - Environment; Sanitation; Management of the Environment; Construction maintenance and repair of drinking water supply systems,Bobonaro,Water and Sanitation,USD,308690.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,3086900.0,Activity record,,False,True,True,Municipality
695,"Water Sanitation and Hygiene in Manufahi, Aileu and Ainaro",Bobonaro,Water and Sanitation,USD,300000.0,2023,2030.0,PLAN International,PLAN International,Completed,2. Energy Access & Affordability,1. Social Capital,,,3000000.0,Activity record,,False,True,True,Municipality
402,Water and Sanitation - Construction maintenance and repair of drinking water supply systems; Protection of drinking water sources and supply systems,Covalima,Water and Sanitation,USD,198925.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,1989250.0,Activity record,,False,True,True,Municipality
156,Dili West Water Supply system project,Dili,Water and Sanitation,USD,122347.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,1223470.0,Activity record,,False,True,True,Municipality
426,Water and Sanitation - Management of Drinking Water Supply Systems and protection; Waste Management ,Dili,Water and Sanitation,USD,4229898.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,42298980.0,Activity record,,False,True,True,Municipality
446,Water and Sanitation - Protection of drinking water sources and supply systems,Ermera,Water and Sanitation,USD,229101.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,2291010.0,Activity record,,False,True,True,Municipality
595,Construction of Water system - Estado,Ermera,Water and Sanitation,USD,82920.0,2023,2023.0,"GCF, Gov TL, UNDP",UNDP,,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,829200.0,Activity record,,False,True,True,Municipality
637,Municipality Water System - PDIM,Ermera,Water and Sanitation,USD,82921.0,2023,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,,,829210.0,Activity record,,False,True,True,Municipality
655,Construction of Water Supply System - Lauana - PDIM,Ermera,Water and Sanitation,USD,80011.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,1. Transformation Food Systems,2 infrastructure development,,,800110.0,Activity record,,False,True,True,Municipality
656,Construction of Water Supply System - Hatuletan - PDIM,Ermera,Water and Sanitation,USD,77301.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,1. Transformation Food Systems,2 infrastructure development,,,773010.0,Activity record,,False,True,True,Municipality
657,Construction of Water Supply System - Letefoho Vila - PDIM,Ermera,Water and Sanitation,USD,67803.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,678030.0,Activity record,,False,True,True,Municipality
286,Timor-Leste Water Supply and Sanitation Project - Lot 1 Lospalos,Lautem,Water and Sanitation,USD,22481526.0,2024,2027.0,WB and FI,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,224815260.0,Activity record,,False,True,True,Municipality
466,Water and Sanitation - Management of drinking water supply systems; Management and treatment of solid urban waste,Lautem,Water and Sanitation,USD,199343.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,1993430.0,Activity record,,False,True,True,Municipality
640,Water Supply System - Muapitine - PDIM,Lautem,Water and Sanitation,USD,60386.0,2023,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,603860.0,Activity record,,False,True,True,Municipality
659,Construction of Water Supply system - Dilno - PDIM,Lautem,Water and Sanitation,USD,37372.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,373720.0,Activity record,,False,True,True,Municipality
661,Rehabilitation of Water Supply (water pump) System - Souro - PDIM,Lautem,Water and Sanitation,USD,21186.0,2024,2025.0,"GCF, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2  infrastructure development,,,211860.0,Activity record,,False,True,True,Municipality
662,Construction of Water Supply System - Serelau - PDIM,Lautem,Water and Sanitation,USD,15934.0,2024,2025.0,"GCF, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,159340.0,Activity record,,False,True,True,Municipality
483,Water and Sanitation - Protection of water sources and supply systems; Conservation and repair of wastewater drainage systems in settlements ,Liquica,Water and Sanitation,USD,149487.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,1494870.0,Activity record,,False,True,True,Municipality
500,Water and Sanitation - Management of drinking water supply systems; Management and treatment of solid urban waste; Management of gardens ,Manatuto,Water and Sanitation,USD,39866.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,398660.0,Activity record,,False,True,True,Municipality
287,Timor-Leste Water Supply and Sanitation Project - Lot 3 Same,Manufahi,Water and Sanitation,USD,20590212.0,2024,2027.0,WB and FI,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,205902120.0,Activity record,,False,True,True,Municipality
517,Water and Sanitation - Protection of drinking water sources and supply systems,Manufahi,Water and Sanitation,USD,129866.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,1298660.0,Activity record,,False,True,True,Municipality
566,Water and Sanitation - Community water management,Oecusse,Water and Sanitation,USD,7250.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,72500.0,Activity record,,False,True,True,Municipality
28,Southeast Asia and Water Secure Cities Facility,Timor-Leste,Water and Sanitation,USD,8300000.0,2024,,ADB,Not identified,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,,83000000.0,Activity record,,False,True,True,National
